SalesDate,Category,SoldQty,SpecialEventName,TempLag1,HDD,DaylightHours,TempDeviation,TempRange,TemperatureMeanC,WindSpeedMaxKmh,IsSnowDay,FeelsLikeDiffC,SunshineHours,CloudCoverMeanPct,CDD,WeekendXBadWeather,PrecipitationMm,DaylightHours_x_TempLag1,day_of_week,day_of_month,day_of_year,is_month_start,is_month_end,week_of_year,month_of_year,year,is_weekend,week_of_month,day_of_week_sin,day_of_week_cos,week_of_month_sin,week_of_month_cos,lag_7,lag_14,lag_21,lag_28,lag_90,lag_365,rolling_mean_7,rolling_mean_14,rolling_mean_21,rolling_std_7,rolling_min_7,rolling_max_7,ewm_mean_7,same_dow_mean_4w,same_dow_std_4w,dow_momentum,is_special_event
2023-06-02,Fancies,8.0,National Donut Day,19.9,0.0,14.8,1.7999999999999972,19.2,20.7,13.2,0.0,3.0,12.0,46.0,2.6999999999999993,0.0,0.0,294.52,6,2,153,0,0,22,6,2023,0,1,-0.7818314824680299,0.6234898018587334,0.9510565162951535,0.30901699437494745,7.0,8.0,11.0,11.0,,,7.29,7.86,7.9,2.29,4.0,11.0,7.18,9.25,2.0615528128088303,0.6818181815082645,1
2023-06-03,Fancies,11.0,Regular Day,20.7,0.0,14.816666666666666,-0.8000000000000007,8.6,18.7,22.7,0.0,-0.5999999999999979,10.690277777777778,69.0,0.6999999999999993,0.0,0.0,306.705,7,3,154,0,0,22,6,2023,1,1,-2.4492935982947064e-16,1.0,0.9510565162951535,0.30901699437494745,5.0,11.0,11.0,8.0,,,6.57,7.5,7.9,1.62,4.0,8.0,6.89,8.75,2.8722813232690143,0.8421052627146814,0
2023-06-04,Fancies,5.0,Regular Day,18.7,2.3000000000000007,14.816666666666666,-4.166666666666664,12.100000000000001,15.7,22.3,0.0,-2.900000000000002,13.0325,49.0,0.0,0.0,0.0,277.07166666666666,1,4,155,0,0,22,6,2023,1,1,0.7818314824680298,0.6234898018587336,0.9510565162951535,0.30901699437494745,8.0,8.0,8.0,9.0,,,6.57,7.64,7.86,1.62,4.0,8.0,7.16,8.25,0.5,0.941176470034602,0
2023-06-05,Fancies,5.0,Regular Day,15.7,1.3999999999999986,14.85,-3.866666666666667,15.499999999999998,16.6,19.0,0.0,-2.3999999999999986,8.935555555555556,38.0,0.0,0.0,0.0,233.14499999999998,2,5,156,0,0,23,6,2023,0,1,0.9749279121818236,-0.22252093395631434,0.9510565162951535,0.30901699437494745,6.0,11.0,11.0,6.0,,,7.29,7.57,8.0,1.38,5.0,9.0,7.62,8.5,2.886751345948129,0.9999999994117647,0
2023-06-06,Fancies,11.0,Regular Day,16.6,0.0,14.866666666666667,-1.0,14.399999999999999,20.3,26.6,0.0,-2.3000000000000007,14.0,17.0,2.3000000000000007,0.0,3.4,246.7866666666667,3,6,157,0,0,23,6,2023,0,1,0.43388373911755823,-0.900968867902419,0.9510565162951535,0.30901699437494745,8.0,8.0,6.0,9.0,,,7.43,7.86,8.19,1.51,5.0,9.0,7.97,7.75,1.2583057392117916,1.0666666659555555,0
2023-06-07,Fancies,9.0,Regular Day,20.3,0.0,14.866666666666667,-1.6333333333333329,12.799999999999999,20.2,19.8,0.0,-2.799999999999997,13.303333333333333,19.0,2.1999999999999993,0.0,0.4,301.79333333333335,4,7,158,0,0,23,6,2023,0,1,-0.433883739117558,-0.9009688679024191,0.9510565162951535,0.30901699437494745,9.0,4.0,10.0,6.0,,,7.57,7.86,8.05,1.51,5.0,9.0,7.98,7.25,2.753785273643051,0.8124999994921874,0
2023-06-08,Fancies,9.0,Regular Day,20.2,0.10000000000000142,14.883333333333333,-2.833333333333332,12.9,17.9,14.9,0.0,-0.10000000000000142,13.0,24.0,0.0,0.0,0.4,300.6433333333333,5,8,159,0,0,23,6,2023,0,2,-0.9749279121818236,-0.2225209339563146,0.5877852522924732,-0.8090169943749473,9.0,8.0,5.0,5.0,,,8.43,7.86,8.05,1.51,6.0,11.0,8.73,6.75,2.0615528128088303,1.6999999982999998,0
2023-06-09,Fancies,7.0,Regular Day,17.9,0.3999999999999986,14.883333333333333,-2.266666666666662,12.500000000000002,17.6,16.6,0.0,-1.0,13.0,27.0,0.0,0.0,0.5,266.41166666666663,6,9,160,0,0,23,6,2023,0,2,-0.7818314824680299,0.6234898018587334,0.5877852522924732,-0.8090169943749473,8.0,7.0,8.0,11.0,,,8.0,7.64,7.9,2.0,5.0,11.0,7.8,8.5,1.7320508075688772,0.7894736837950138,0
2023-06-10,Fancies,12.0,Regular Day,17.6,0.0,14.916666666666666,-1.466666666666665,14.9,19.8,20.1,0.0,-1.6000000000000014,13.390277777777778,31.0,1.8000000000000007,0.0,0.2,262.53333333333336,7,10,161,0,0,23,6,2023,1,2,-2.4492935982947064e-16,1.0,0.5877852522924732,-0.8090169943749473,11.0,5.0,11.0,11.0,,,7.86,7.21,7.62,2.19,5.0,11.0,7.1,9.5,3.0,0.7272727269421487,0
2023-06-11,Fancies,8.0,Regular Day,19.8,0.0,14.916666666666666,0.6000000000000014,13.399999999999999,23.2,18.4,0.0,-0.09999999999999787,13.436944444444444,64.0,5.199999999999999,0.0,0.0,295.35,1,11,162,0,0,23,6,2023,1,2,0.7818314824680298,0.6234898018587336,0.5877852522924732,-0.8090169943749473,5.0,8.0,8.0,8.0,,,8.29,7.43,7.86,2.5,5.0,11.0,8.07,7.25,1.5,0.8124999994921874,0
2023-06-12,Fancies,3.0,Regular Day,23.2,0.0,14.933333333333334,0.1333333333333293,7.0,21.9,24.5,0.0,0.6000000000000014,7.853611111111111,98.0,3.8999999999999986,0.0,8.6,346.4533333333333,2,12,163,0,0,24,6,2023,0,2,0.9749279121818236,-0.22252093395631434,0.5877852522924732,-0.8090169943749473,5.0,6.0,11.0,11.0,,,8.29,7.79,7.81,2.5,5.0,11.0,8.31,8.25,3.2015621187164243,0.49999999977272724,0
2023-06-13,Fancies,11.0,Regular Day,21.9,0.0,14.933333333333334,-0.5666666666666664,11.3,20.6,22.0,0.0,-1.9000000000000021,12.677777777777777,32.0,2.6000000000000014,0.0,0.3,327.03999999999996,3,13,164,0,0,24,6,2023,0,2,0.43388373911755823,-0.900968867902419,0.5877852522924732,-0.8090169943749473,11.0,8.0,8.0,6.0,,,8.29,7.86,8.0,2.5,5.0,11.0,8.48,8.25,2.0615528128088303,1.3571428561734693,0
2023-06-14,Fancies,11.0,Regular Day,20.6,0.0,14.95,-0.40000000000000213,10.0,20.6,23.8,0.0,-1.3000000000000007,11.294444444444444,42.0,2.6000000000000014,0.0,9.4,307.97,4,14,165,0,0,24,6,2023,0,2,-0.433883739117558,-0.9009688679024191,0.5877852522924732,-0.8090169943749473,9.0,9.0,4.0,10.0,,,8.14,7.86,7.95,2.54,5.0,11.0,8.11,8.0,2.70801280154532,1.2857142847959182,0
2023-06-15,Fancies,12.0,Regular Day,20.6,0.0,14.95,0.0,13.099999999999998,21.0,19.4,0.0,-2.3999999999999986,14.0,15.0,3.0,0.0,0.0,307.97,5,15,166,0,0,24,6,2023,0,3,-0.9749279121818236,-0.2225209339563146,-0.587785252292473,-0.8090169943749476,9.0,9.0,8.0,5.0,,,8.29,8.36,8.0,2.75,5.0,12.0,9.08,7.75,1.8929694486000912,1.3846153835502957,0
2023-06-16,Fancies,10.0,Regular Day,21.0,0.0,14.95,-0.03333333333333144,7.800000000000001,20.3,18.6,0.0,0.09999999999999787,7.427777777777778,55.0,2.3000000000000007,0.0,1.6,313.95,6,16,167,0,0,24,6,2023,0,3,-0.7818314824680299,0.6234898018587334,-0.587785252292473,-0.8090169943749476,7.0,8.0,7.0,8.0,,,8.71,8.36,8.0,2.36,5.0,12.0,8.81,7.5,0.5773502691896257,0.9999999993333333,0
2023-06-17,Fancies,10.0,Regular Day,20.3,0.0,14.966666666666667,-0.40000000000000213,12.3,20.0,25.6,0.0,-2.6000000000000014,13.0,35.0,2.0,0.0,0.0,303.8233333333333,7,17,168,0,0,24,6,2023,1,3,-2.4492935982947064e-16,1.0,-0.587785252292473,-0.8090169943749476,12.0,11.0,5.0,11.0,,,8.43,8.14,7.62,2.94,3.0,12.0,7.36,9.75,3.2015621187164243,1.4374999991015625,0
2023-06-18,Fancies,5.0,Regular Day,20.0,0.0,14.95,-0.9666666666666686,13.799999999999999,21.3,15.1,0.0,-0.3999999999999986,11.232222222222223,26.0,3.3000000000000007,0.0,0.0,299.0,1,18,169,0,0,24,6,2023,1,3,0.7818314824680298,0.6234898018587336,-0.587785252292473,-0.8090169943749476,8.0,5.0,8.0,8.0,,,8.43,8.36,7.76,2.94,3.0,12.0,8.27,7.25,1.5,0.8124999994921874,0
2023-06-19,Fancies,2.0,Juneteenth Day,21.3,0.0,14.95,-2.066666666666663,13.299999999999999,22.0,19.1,0.0,2.6000000000000014,13.017222222222221,43.0,4.0,0.0,0.0,318.435,2,19,170,0,0,25,6,2023,0,3,0.9749279121818236,-0.22252093395631434,-0.587785252292473,-0.8090169943749476,3.0,5.0,6.0,11.0,,,8.71,8.5,8.1,3.09,3.0,12.0,8.95,6.25,3.4034296427770228,0.470588235017301,1
2023-06-20,Fancies,12.0,Regular Day,22.0,0.0,14.966666666666667,-2.4666666666666686,4.5,20.0,16.7,0.0,0.0,1.26,99.0,2.0,0.0,0.8,329.26666666666665,3,20,171,0,0,25,6,2023,0,3,0.43388373911755823,-0.900968867902419,-0.587785252292473,-0.8090169943749476,11.0,11.0,8.0,8.0,,,9.14,8.71,8.29,3.34,3.0,12.0,9.71,9.5,1.7320508075688772,1.374999999140625,0
2023-06-21,Fancies,9.0,Regular Day,20.0,0.6000000000000014,14.966666666666667,-5.06666666666667,3.4999999999999982,17.4,26.8,0.0,0.40000000000000213,0.0,100.0,0.0,0.0,8.5,299.3333333333333,4,21,172,0,0,25,6,2023,0,3,-0.433883739117558,-0.9009688679024191,-0.587785252292473,-0.8090169943749476,11.0,9.0,9.0,4.0,,,9.57,8.86,8.43,3.21,3.0,12.0,9.79,8.25,2.9860788111948193,1.5384615372781063,0
2023-06-22,Fancies,12.0,Regular Day,17.4,0.8000000000000007,14.966666666666667,-6.100000000000001,3.9000000000000004,17.2,24.9,0.0,-0.40000000000000213,0.0,100.0,0.0,0.0,6.4,260.41999999999996,5,22,173,0,0,25,6,2023,0,4,-0.9749279121818236,-0.2225209339563146,-0.9510565162951536,0.30901699437494723,12.0,9.0,9.0,8.0,,,9.29,8.79,8.67,3.04,3.0,12.0,9.84,9.5,1.7320508075688772,1.2352941169204152,0
2023-06-23,Fancies,7.0,Regular Day,17.2,0.0,14.95,-5.466666666666669,9.899999999999999,21.0,19.0,0.0,3.5,5.073055555555555,98.0,3.0,0.0,2.3,257.14,6,23,174,0,0,25,6,2023,0,4,-0.7818314824680299,0.6234898018587334,-0.9510565162951536,0.30901699437494723,10.0,7.0,8.0,7.0,,,8.86,8.79,8.52,3.44,3.0,12.0,8.63,8.0,1.4142135623730951,1.1333333325777777,0
2023-06-24,Fancies,9.0,Regular Day,21.0,0.0,14.95,-5.100000000000001,7.400000000000002,22.7,14.9,0.0,4.699999999999999,7.641111111111111,94.0,4.699999999999999,1.0,16.4,313.95,7,24,175,0,0,25,6,2023,1,4,-2.4492935982947064e-16,1.0,-0.9510565162951536,0.30901699437494723,10.0,12.0,11.0,5.0,,,8.71,8.57,8.33,3.73,2.0,12.0,6.97,9.5,3.1091263510296048,1.374999999140625,0
2023-06-25,Fancies,9.0,Regular Day,22.7,0.0,14.966666666666667,-3.533333333333335,8.3,23.1,11.6,0.0,4.600000000000001,13.230277777777777,52.0,5.100000000000001,0.0,10.6,339.74333333333334,1,25,176,0,0,25,6,2023,1,4,0.7818314824680298,0.6234898018587336,-0.9510565162951536,0.30901699437494723,5.0,8.0,5.0,8.0,,,8.86,8.64,8.52,3.85,2.0,12.0,8.23,6.5,1.7320508075688772,0.9999999992307692,0
2023-06-26,Fancies,10.0,Regular Day,23.1,0.0,14.966666666666667,-1.4000000000000021,8.8,23.8,18.8,0.0,4.100000000000001,9.383055555555556,79.0,5.800000000000001,0.0,2.9,345.73,2,26,177,0,0,26,6,2023,0,4,0.9749279121818236,-0.22252093395631434,-0.9510565162951536,0.30901699437494723,2.0,3.0,5.0,6.0,,,8.57,8.64,8.52,3.74,2.0,12.0,8.42,4.0,1.8257418583505538,0.45454545413223135,0
2023-06-27,Fancies,9.0,Regular Day,23.8,0.0,14.95,-0.46666666666666856,6.399999999999999,23.3,18.8,0.0,2.8000000000000007,10.672777777777778,69.0,5.300000000000001,0.0,5.8,355.81,3,27,178,0,0,26,6,2023,0,4,0.43388373911755823,-0.900968867902419,-0.9510565162951536,0.30901699437494723,12.0,11.0,11.0,8.0,,,8.57,8.86,8.67,3.74,2.0,12.0,9.32,10.5,1.7320508075688772,1.2105263151523544,0
2023-06-28,Fancies,9.0,Regular Day,23.3,0.0,14.95,-1.6333333333333329,9.899999999999999,22.7,15.9,0.0,2.0,13.585,68.0,4.699999999999999,0.0,1.8,348.335,4,28,179,0,0,26,6,2023,0,4,-0.433883739117558,-0.9009688679024191,-0.9510565162951536,0.30901699437494723,9.0,11.0,9.0,9.0,,,8.14,8.86,8.62,3.72,2.0,12.0,8.74,9.5,1.0,1.1111111104938272,0
2023-06-29,Fancies,12.0,Regular Day,22.7,0.0,14.933333333333334,-1.0,12.200000000000003,22.8,14.5,0.0,1.5,13.407777777777778,28.0,4.800000000000001,0.0,0.1,338.9866666666667,5,29,180,0,0,26,6,2023,0,5,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,12.0,12.0,9.0,9.0,,,8.0,8.64,8.52,3.65,2.0,12.0,8.8,10.5,1.7320508075688772,1.3333333325925925,0
2023-06-30,Fancies,6.0,Regular Day,22.8,0.0,14.933333333333334,-1.1333333333333329,12.8,22.9,18.6,0.0,1.8999999999999986,14.0,31.0,4.899999999999999,0.0,0.0,340.48,6,30,181,0,1,26,6,2023,0,5,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,7.0,10.0,7.0,8.0,,,8.57,8.71,8.71,3.41,2.0,12.0,8.85,8.0,1.4142135623730951,1.1333333325777777,0
2023-07-01,Fancies,7.0,Regular Day,22.9,0.0,14.9,-2.5666666666666664,8.899999999999999,22.5,17.0,0.0,1.7000000000000028,14.0,45.0,4.5,0.0,0.0,341.21,7,1,182,1,0,26,7,2023,1,1,-2.4492935982947064e-16,1.0,0.9510565162951535,0.30901699437494745,9.0,10.0,12.0,11.0,,,9.71,9.21,8.95,1.8,7.0,12.0,9.14,10.5,1.2909944487358056,0.8260869561625709,0
2023-07-02,Fancies,7.0,Regular Day,22.5,0.0,14.9,1.4333333333333371,10.299999999999997,25.3,16.6,0.0,4.800000000000004,10.734722222222222,95.0,7.300000000000001,0.0,3.3,335.25,1,2,183,0,0,26,7,2023,1,1,0.7818314824680298,0.6234898018587336,0.9510565162951535,0.30901699437494745,9.0,5.0,8.0,5.0,,,9.29,9.07,8.86,1.5,7.0,12.0,9.1,6.75,2.0615528128088303,1.0769230760946744,0
2023-07-03,Fancies,13.0,Regular Day,25.3,0.0,14.883333333333333,1.7000000000000028,9.7,26.3,16.4,0.0,4.200000000000003,10.826666666666666,50.0,8.3,0.0,4.4,376.54833333333335,2,3,184,0,0,27,7,2023,0,1,0.9749279121818236,-0.22252093395631434,0.9510565162951535,0.30901699437494745,10.0,2.0,3.0,5.0,,,9.29,8.93,8.86,1.5,7.0,12.0,9.08,5.0,3.559026084010437,1.4999999981249998,0
2023-07-04,Fancies,8.0,Independence Day,26.3,0.0,14.883333333333333,2.466666666666665,8.3,26.2,21.9,0.0,4.0000000000000036,12.421666666666667,72.0,8.2,0.0,20.7,391.4316666666667,3,4,185,0,0,27,7,2023,0,1,0.43388373911755823,-0.900968867902419,0.9510565162951535,0.30901699437494745,9.0,12.0,11.0,11.0,,,9.29,8.93,9.0,1.5,7.0,12.0,9.81,10.75,1.2583057392117916,0.9545454541115702,1
2023-07-05,Fancies,7.0,Regular Day,26.2,0.0,14.866666666666667,1.7333333333333307,10.3,26.4,10.8,0.0,4.700000000000003,13.566944444444445,35.0,8.399999999999999,0.0,0.8,389.50666666666666,4,5,186,0,0,27,7,2023,0,1,-0.433883739117558,-0.9009688679024191,0.9510565162951535,0.30901699437494745,9.0,9.0,11.0,9.0,,,9.14,8.64,8.95,1.77,6.0,12.0,8.86,9.5,1.0,0.89999999955,0
2023-07-06,Fancies,10.0,Regular Day,26.4,0.0,14.866666666666667,-0.03333333333333144,9.7,26.0,15.0,0.0,4.400000000000002,13.977777777777778,24.0,8.0,0.0,1.1,392.48,5,6,187,0,0,27,7,2023,0,1,-0.9749279121818236,-0.2225209339563146,0.9510565162951535,0.30901699437494745,12.0,12.0,12.0,9.0,,,8.86,8.43,8.71,1.95,6.0,12.0,8.39,11.25,1.5,1.1428571423129252,0
2023-07-07,Fancies,11.0,Regular Day,26.0,0.0,14.833333333333334,-1.1333333333333364,9.299999999999997,25.5,12.7,0.0,5.800000000000004,10.0,68.0,7.5,0.0,1.6,385.6666666666667,6,7,188,0,0,27,7,2023,0,1,-0.7818314824680299,0.6234898018587334,0.9510565162951535,0.30901699437494745,6.0,7.0,10.0,7.0,,,8.57,8.57,8.67,2.07,6.0,12.0,8.04,7.5,1.7320508075688772,0.7647058819031142,0
2023-07-08,Fancies,6.0,Regular Day,25.5,0.0,14.816666666666666,-1.3999999999999986,8.700000000000003,25.6,10.8,0.0,5.799999999999997,9.45111111111111,95.0,7.600000000000001,0.0,4.4,377.825,7,8,189,0,0,27,7,2023,1,2,-2.4492935982947064e-16,1.0,0.5877852522924732,-0.8090169943749473,7.0,9.0,10.0,12.0,,,9.0,9.36,9.14,2.65,6.0,13.0,9.28,9.5,2.0816659994661326,0.7272727269421487,0
2023-07-09,Fancies,11.0,Regular Day,25.6,0.0,14.816666666666666,-1.8000000000000007,5.5,24.1,16.3,0.0,3.6000000000000014,4.597777777777778,88.0,6.100000000000001,0.0,5.5,379.3066666666667,1,9,190,0,0,27,7,2023,1,2,0.7818314824680298,0.6234898018587336,0.5877852522924732,-0.8090169943749473,7.0,9.0,5.0,8.0,,,8.86,9.07,9.0,2.67,6.0,13.0,8.96,7.25,1.707825127659933,1.230769229822485,0
2023-07-10,Fancies,4.0,Regular Day,24.1,0.0,14.783333333333333,-0.8666666666666671,10.5,24.1,16.7,0.0,0.6999999999999993,10.495277777777778,88.0,6.100000000000001,0.0,2.1,356.27833333333336,2,10,191,0,0,28,7,2023,0,2,0.9749279121818236,-0.22252093395631434,0.5877852522924732,-0.8090169943749473,13.0,10.0,2.0,3.0,,,8.57,8.93,8.81,2.76,6.0,13.0,8.47,7.0,5.354126134736337,4.5999999908,0
2023-07-11,Fancies,9.0,Regular Day,24.1,0.0,14.766666666666667,-0.03333333333333144,13.600000000000001,25.8,11.7,0.0,1.5,14.0,3.0,7.800000000000001,0.0,0.0,355.8766666666667,3,11,192,0,0,28,7,2023,0,2,0.43388373911755823,-0.900968867902419,0.5877852522924732,-0.8090169943749473,8.0,9.0,12.0,11.0,,,8.29,8.79,8.71,2.43,6.0,13.0,8.85,10.0,1.8257418583505538,0.7391304344612476,0
2023-07-12,Fancies,8.0,Regular Day,25.8,0.0,14.75,0.8999999999999986,14.5,27.4,21.7,0.0,0.6999999999999957,14.0,17.0,9.399999999999999,0.0,0.0,380.55,4,12,193,0,0,28,7,2023,0,2,-0.433883739117558,-0.9009688679024191,0.5877852522924732,-0.8090169943749473,7.0,9.0,9.0,11.0,,,9.0,9.07,8.76,2.38,7.0,13.0,9.39,9.0,1.632993161855452,0.7999999996,0
2023-07-13,Fancies,8.0,Regular Day,27.4,0.0,14.733333333333333,1.6999999999999993,10.999999999999996,27.7,21.3,0.0,1.1000000000000014,14.0,44.0,9.7,0.0,0.3,403.69333333333327,5,13,194,0,0,28,7,2023,0,2,-0.9749279121818236,-0.2225209339563146,0.5877852522924732,-0.8090169943749473,10.0,12.0,12.0,12.0,,,8.86,8.86,8.57,2.54,6.0,13.0,8.54,11.5,1.0,0.9166666662847222,0
2023-07-14,Fancies,2.0,Regular Day,27.7,0.0,14.7,1.2666666666666657,7.199999999999999,27.2,17.1,0.0,2.8999999999999986,9.740833333333333,86.0,9.2,0.0,19.3,407.19,6,14,195,0,0,28,7,2023,0,2,-0.7818314824680299,0.6234898018587334,0.5877852522924732,-0.8090169943749473,11.0,6.0,7.0,10.0,,,9.43,9.0,8.86,2.51,6.0,13.0,9.16,8.5,2.3804761428476167,0.9999999994117647,0
2023-07-15,Fancies,5.0,Regular Day,27.2,0.0,14.7,0.16666666666666785,9.3,26.0,14.2,0.0,4.900000000000002,13.197777777777778,61.0,8.0,0.0,3.8,399.84,7,15,196,0,0,28,7,2023,1,3,-2.4492935982947064e-16,1.0,-0.587785252292473,-0.8090169943749476,6.0,7.0,9.0,10.0,,,8.14,8.57,8.95,2.67,4.0,11.0,7.87,8.0,1.8257418583505538,0.6842105259556787,0
2023-07-16,Fancies,9.0,Regular Day,26.0,0.0,14.666666666666666,-1.5999999999999979,4.699999999999999,24.7,19.6,0.0,4.400000000000002,0.9588888888888889,96.0,6.699999999999999,1.0,15.7,381.3333333333333,1,16,197,0,0,28,7,2023,1,3,0.7818314824680298,0.6234898018587336,-0.587785252292473,-0.8090169943749476,11.0,7.0,9.0,5.0,,,8.29,8.57,8.81,2.69,4.0,11.0,8.15,8.0,2.581988897471611,1.2857142847959182,0
2023-07-17,Fancies,8.0,Regular Day,24.7,0.0,14.65,-1.3333333333333321,11.5,26.2,15.0,0.0,2.799999999999997,13.703333333333333,45.0,8.2,0.0,0.6,361.855,2,17,198,0,0,29,7,2023,0,3,0.9749279121818236,-0.22252093395631434,-0.587785252292473,-0.8090169943749476,4.0,13.0,10.0,2.0,,,8.43,8.5,8.76,2.64,4.0,11.0,8.11,7.25,5.123475382979799,1.416666665486111,0
2023-07-18,Fancies,9.0,Regular Day,26.2,0.0,14.616666666666667,-1.1999999999999993,7.5,26.3,13.4,0.0,4.200000000000003,12.39638888888889,44.0,8.3,0.0,2.7,382.95666666666665,3,18,199,0,0,29,7,2023,0,3,0.43388373911755823,-0.900968867902419,-0.587785252292473,-0.8090169943749476,9.0,8.0,9.0,12.0,,,8.14,8.21,8.57,2.54,4.0,11.0,8.08,9.5,1.7320508075688772,0.809523809138322,0
