SalesDate,Category,SoldQty,SpecialEventName,TempLag1,HDD,DaylightHours,TempDeviation,TempRange,TemperatureMeanC,WindSpeedMaxKmh,IsSnowDay,FeelsLikeDiffC,SunshineHours,CloudCoverMeanPct,CDD,WeekendXBadWeather,PrecipitationMm,DaylightHours_x_TempLag1,day_of_week,day_of_month,day_of_year,is_month_start,is_month_end,week_of_year,month_of_year,year,is_weekend,week_of_month,day_of_week_sin,day_of_week_cos,week_of_month_sin,week_of_month_cos,lag_7,lag_14,lag_21,lag_28,lag_90,rolling_mean_7,rolling_mean_14,rolling_mean_21,rolling_std_7,rolling_min_7,rolling_max_7,ewm_mean_7,same_dow_mean_4w,same_dow_std_4w,dow_momentum,is_special_event,lag90_vs_lag7,lag7_deviation,demand_shock
2023-07-29,Donuts,361.0,Regular Day,29.6,0.0,14.316666666666666,1.5333333333333314,10.300000000000004,28.3,24.5,0.0,1.1999999999999957,12.998611111111112,50.0,10.3,1.0,8.4,423.77333333333337,7,29,210,0,0,30,7,2023,1,5,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,362.0,346.0,465.0,453.0,446.0,293.71,307.29,317.24,53.05,232.0,362.0,290.71,406.5,61.16916434500856,0.7712418300569581,0,0.8116591928069135,0.8437323278334151,0
2023-07-29,Munchkins,405.0,Regular Day,29.6,0.0,14.316666666666666,1.5333333333333314,10.300000000000004,28.3,24.5,0.0,1.1999999999999957,12.998611111111112,50.0,10.3,1.0,8.4,423.77333333333337,7,29,210,0,0,30,7,2023,1,5,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,556.0,418.0,339.0,475.0,564.0,360.14,364.71,358.86,116.94,215.0,556.0,354.37,447.0,91.59694318043589,1.1965601965454968,0,0.9858156028194004,1.6858217888074378,0
2023-07-30,Donuts,392.0,Regular Day,28.3,0.0,14.283333333333333,-1.2666666666666657,9.5,24.7,23.9,0.0,0.0,13.983888888888888,7.0,6.699999999999999,0.0,0.3,404.21833333333336,1,30,211,0,0,30,7,2023,1,5,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,232.0,410.0,386.0,367.0,256.0,296.86,309.5,312.43,52.54,232.0,362.0,292.79,348.75,79.79713862873363,0.8525896414229404,0,0.9062499999645995,-1.5308336502605953,0
2023-07-30,Munchkins,433.0,Regular Day,28.3,0.0,14.283333333333333,-1.2666666666666657,9.5,24.7,23.9,0.0,0.0,13.983888888888888,7.0,6.699999999999999,0.0,0.3,404.21833333333336,1,30,211,0,0,30,7,2023,1,5,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,215.0,524.0,369.0,493.0,237.0,366.71,364.21,359.33,111.19,215.0,556.0,341.02,400.25,140.48813710298342,0.8573085846768294,0,0.9071729957423134,-1.2980483855294498,0
2023-07-31,Munchkins,345.0,Regular Day,24.7,0.0,14.25,-1.6666666666666679,11.200000000000003,23.5,15.4,0.0,1.1999999999999993,13.96888888888889,22.0,5.5,0.0,0.0,351.97499999999997,2,31,212,0,1,31,7,2023,0,5,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,310.0,298.0,363.0,223.0,472.0,361.29,369.0,361.38,112.16,215.0,556.0,337.77,298.5,57.7148161220323,1.0375426620983355,0,0.6567796610030343,-0.458095577705234,0
2023-07-31,Donuts,242.0,Regular Day,24.7,0.0,14.25,-1.6666666666666679,11.200000000000003,23.5,15.4,0.0,1.1999999999999993,13.96888888888889,22.0,5.5,0.0,0.0,351.97499999999997,2,31,212,0,1,31,7,2023,0,5,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,251.0,253.0,226.0,295.0,328.0,304.86,308.86,316.1,48.7,232.0,362.0,296.59,256.25,28.605069480775605,0.9673704414401656,0,0.7652439024156937,-1.336755646542761,0
2023-08-01,Munchkins,364.0,Regular Day,23.5,0.0,14.216666666666667,-0.6666666666666679,11.2,23.0,15.5,0.0,-0.6000000000000014,12.806111111111111,19.0,5.0,0.0,0.0,334.0916666666667,3,1,213,1,0,31,8,2023,0,1,0.43388373911755823,-0.900968867902419,0.9510565162951535,0.30901699437494745,301.0,255.0,308.0,291.0,257.0,346.57,368.57,363.71,104.29,215.0,556.0,341.33,288.75,23.556669260883776,0.9282136894669747,0,1.1712062256353617,-0.6013040559400417,0
2023-08-01,Donuts,339.0,Regular Day,23.5,0.0,14.216666666666667,-0.6666666666666679,11.2,23.0,15.5,0.0,-0.6000000000000014,12.806111111111111,19.0,5.0,0.0,0.0,334.0916666666667,3,1,213,1,0,31,8,2023,0,1,0.43388373911755823,-0.900968867902419,0.9510565162951535,0.30901699437494745,299.0,277.0,268.0,400.0,334.0,302.71,314.21,316.86,46.78,232.0,362.0,305.69,311.0,60.74537019394976,0.8622754490888881,0,0.8952095808115207,-0.38178708841774567,0
2023-08-02,Munchkins,378.0,Regular Day,23.0,0.0,14.183333333333334,-2.266666666666662,12.600000000000001,21.3,18.8,0.0,0.1999999999999993,13.938888888888888,18.0,3.3000000000000007,0.0,0.0,326.2166666666667,4,2,214,0,0,31,8,2023,0,1,-0.433883739117558,-0.9009688679024191,0.9510565162951535,0.30901699437494745,328.0,366.0,261.0,285.0,289.0,349.71,366.29,359.24,105.23,215.0,556.0,352.49,310.0,46.49731175025068,1.2710622710389916,0,1.1349480968465415,-0.29687351512906274,0
2023-08-02,Donuts,250.0,Regular Day,23.0,0.0,14.183333333333334,-2.266666666666662,12.600000000000001,21.3,18.8,0.0,0.1999999999999993,13.938888888888888,18.0,3.3000000000000007,0.0,0.0,326.2166666666667,4,2,214,0,0,31,8,2023,0,1,-0.433883739117558,-0.9009688679024191,0.9510565162951535,0.30901699437494745,308.0,252.0,317.0,231.0,342.0,315.14,316.14,320.95,64.63,232.0,421.0,334.52,277.0,42.03966381089808,1.0218978102003302,0,0.9005847952953046,-0.20037134454581892,0
2023-08-03,Munchkins,319.0,Regular Day,21.3,0.0,14.15,-1.8000000000000007,9.100000000000001,21.9,19.8,0.0,0.5,12.720555555555556,43.0,3.8999999999999986,0.0,2.0,301.39500000000004,5,3,215,0,0,31,8,2023,0,1,-0.9749279121818236,-0.2225209339563146,0.9510565162951535,0.30901699437494745,352.0,455.0,358.0,303.0,585.0,328.14,365.36,362.38,62.84,215.0,405.0,365.62,367.0,63.62913378843583,1.220877458377899,0,0.601709401699116,-0.16518141308638098,0
2023-08-03,Donuts,343.0,Regular Day,21.3,0.0,14.15,-1.8000000000000007,9.100000000000001,21.9,19.8,0.0,0.5,12.720555555555556,43.0,3.8999999999999986,0.0,2.0,301.39500000000004,5,3,215,0,0,31,8,2023,0,1,-0.9749279121818236,-0.2225209339563146,0.9510565162951535,0.30901699437494745,333.0,348.0,258.0,317.0,319.0,315.0,317.21,316.0,64.51,232.0,421.0,341.14,314.0,39.42080668885405,1.1843478260663591,0,1.0438871473026994,0.2635250348374632,0
2023-08-04,Donuts,331.0,Regular Day,21.9,0.0,14.133333333333333,-1.466666666666665,6.100000000000001,22.1,19.0,0.0,0.3999999999999986,1.5725,83.0,4.100000000000001,0.0,1.0,309.52,6,4,216,0,0,31,8,2023,0,1,-0.7818314824680299,0.6234898018587334,0.9510565162951535,0.30901699437494745,421.0,334.0,394.0,335.0,502.0,337.86,315.93,316.29,58.24,251.0,421.0,353.85,371.0,43.56604182158393,1.0356652949103475,0,0.8386454183099872,1.797905219471513,0
2023-08-04,Munchkins,493.0,Regular Day,21.9,0.0,14.133333333333333,-1.466666666666665,6.100000000000001,22.1,19.0,0.0,0.3999999999999986,1.5725,83.0,4.100000000000001,0.0,1.0,309.52,6,4,216,0,0,31,8,2023,0,1,-0.7818314824680299,0.6234898018587334,0.9510565162951535,0.30901699437494745,386.0,364.0,418.0,480.0,493.0,359.29,358.86,365.43,50.16,301.0,433.0,382.47,412.0,50.464508980734834,0.8351893095675369,0,0.7829614604303659,0.41008771921648957,0
2023-08-05,Donuts,512.0,Regular Day,22.1,0.0,14.1,0.40000000000000213,12.600000000000001,24.0,15.8,0.0,1.8999999999999986,10.848611111111111,74.0,6.0,0.0,0.1,311.61,7,5,217,0,0,31,8,2023,1,1,-2.4492935982947064e-16,1.0,0.9510565162951535,0.30901699437494745,361.0,362.0,346.0,465.0,438.0,336.57,315.14,317.05,60.53,242.0,421.0,325.89,383.5,54.823960698463466,0.89149198519246,0,0.8242009132231918,0.7260862381090224,0
2023-08-05,Munchkins,663.0,Regular Day,22.1,0.0,14.1,0.40000000000000213,12.600000000000001,24.0,15.8,0.0,1.8999999999999986,10.848611111111111,74.0,6.0,0.0,0.1,311.61,7,5,217,0,0,31,8,2023,1,1,-2.4492935982947064e-16,1.0,0.9510565162951535,0.30901699437494745,405.0,556.0,418.0,339.0,398.0,364.29,362.21,364.57,46.0,301.0,433.0,373.1,429.5,91.15005942583545,1.2694848084376553,0,1.0175879396729248,0.878913043287193,0
2023-08-06,Donuts,353.0,Regular Day,24.0,0.0,14.066666666666666,0.1999999999999993,11.399999999999999,24.5,17.2,0.0,2.8999999999999986,12.934166666666666,66.0,6.5,0.0,0.1,337.6,1,6,218,0,0,31,8,2023,1,1,0.7818314824680298,0.6234898018587336,0.9510565162951535,0.30901699437494745,392.0,232.0,410.0,386.0,430.0,342.29,319.57,320.43,58.23,242.0,421.0,329.17,355.0,82.63171304045439,0.7839195979801015,0,0.9116279069555435,1.229091533362684,0
2023-08-06,Munchkins,432.0,Regular Day,24.0,0.0,14.066666666666666,0.1999999999999993,11.399999999999999,24.5,17.2,0.0,2.8999999999999986,12.934166666666666,66.0,6.5,0.0,0.1,337.6,1,6,218,0,0,31,8,2023,1,1,0.7818314824680298,0.6234898018587336,0.9510565162951535,0.30901699437494745,433.0,215.0,524.0,369.0,439.0,373.29,370.0,367.24,36.8,328.0,433.0,370.82,385.25,130.10348445244142,0.7256438969683578,0,0.986332574009423,1.7869565212535443,0
2023-08-07,Donuts,273.0,Regular Day,24.5,0.0,14.033333333333333,0.5666666666666664,7.899999999999999,25.3,25.9,0.0,3.700000000000003,11.827777777777778,76.0,7.300000000000001,0.0,6.7,343.81666666666666,2,7,219,0,0,32,8,2023,0,1,0.9749279121818236,-0.22252093395631434,0.9510565162951535,0.30901699437494745,242.0,251.0,253.0,226.0,268.0,334.0,319.43,317.24,67.34,242.0,421.0,309.38,243.0,12.30176139149729,1.0292275573897864,0,0.9029850745931721,-1.117315117149196,0
2023-08-07,Munchkins,272.0,Regular Day,24.5,0.0,14.033333333333333,0.5666666666666664,7.899999999999999,25.3,25.9,0.0,3.700000000000003,11.827777777777778,76.0,7.300000000000001,0.0,6.7,343.81666666666666,2,7,219,0,0,32,8,2023,0,1,0.9749279121818236,-0.22252093395631434,0.9510565162951535,0.30901699437494745,345.0,310.0,298.0,363.0,400.0,380.43,370.86,372.81,30.92,345.0,433.0,372.62,329.0,30.18829795356693,0.9909228441605004,0,0.8624999999784375,-0.8994178522317536,0
2023-08-08,Munchkins,453.0,Regular Day,25.3,0.0,14.0,1.7333333333333343,7.099999999999998,25.0,27.0,0.0,-1.1999999999999993,13.415277777777778,66.0,7.0,0.0,10.6,354.2,3,8,220,0,0,32,8,2023,0,2,0.43388373911755823,-0.900968867902419,0.5877852522924732,-0.8090169943749473,364.0,301.0,255.0,308.0,142.0,375.71,361.14,370.95,37.74,319.0,433.0,359.21,307.0,44.68407620916725,1.1811722912756453,0,2.563380281509621,-0.18415474292947642,0
2023-08-08,Donuts,242.0,Regular Day,25.3,0.0,14.0,1.7333333333333343,7.099999999999998,25.0,27.0,0.0,-1.1999999999999993,13.415277777777778,66.0,7.0,0.0,10.6,354.2,3,8,220,0,0,32,8,2023,0,2,0.43388373911755823,-0.900968867902419,0.5877852522924732,-0.8090169943749473,339.0,299.0,277.0,268.0,229.0,335.43,319.07,321.29,67.42,242.0,421.0,317.78,295.75,31.63726705432482,1.1706422018133826,0,1.4803493449135219,0.26268169678690545,0
2023-08-09,Donuts,343.0,Regular Day,25.0,0.0,13.95,2.2666666666666693,10.2,25.3,19.7,0.0,0.5,13.818333333333333,10.0,7.300000000000001,0.0,0.0,348.75,4,9,221,0,0,32,8,2023,0,2,-0.433883739117558,-0.9009688679024191,0.5877852522924732,-0.8090169943749473,250.0,308.0,252.0,317.0,275.0,322.57,318.86,318.29,56.0,242.0,392.0,321.09,281.75,35.70597522357661,0.9806678382955946,0,0.9090909090578512,-1.2194642854965245,0
2023-08-09,Munchkins,332.0,Regular Day,25.0,0.0,13.95,2.2666666666666693,10.2,25.3,19.7,0.0,0.5,13.818333333333333,10.0,7.300000000000001,0.0,0.0,348.75,4,9,221,0,0,32,8,2023,0,2,-0.433883739117558,-0.9009688679024191,0.5877852522924732,-0.8090169943749473,378.0,328.0,366.0,261.0,274.0,391.0,370.36,374.52,58.54,319.0,493.0,392.66,333.25,52.671149598238316,1.125996810189378,0,1.3795620437452714,0.05944653227546213,0
2023-08-10,Munchkins,424.0,Regular Day,25.3,0.0,13.916666666666666,0.7666666666666693,8.399999999999999,24.1,20.8,0.0,0.8999999999999986,3.5902777777777777,81.0,6.100000000000001,0.0,8.1,352.09166666666664,5,10,222,0,0,32,8,2023,0,2,-0.9749279121818236,-0.2225209339563146,0.5877852522924732,-0.8090169943749473,319.0,352.0,455.0,358.0,555.0,427.86,378.0,386.19,118.91,319.0,663.0,460.25,371.0,58.56620185738529,0.8253382533723821,0,0.5747747747644185,-0.5650491968240645,0
2023-08-10,Donuts,300.0,Regular Day,25.3,0.0,13.916666666666666,0.7666666666666693,8.399999999999999,24.1,20.8,0.0,0.8999999999999986,3.5902777777777777,81.0,6.100000000000001,0.0,8.1,352.09166666666664,5,10,222,0,0,32,8,2023,0,2,-0.9749279121818236,-0.2225209339563146,0.5877852522924732,-0.8090169943749473,343.0,333.0,348.0,258.0,348.0,344.14,329.57,326.19,91.25,242.0,512.0,368.81,320.5,42.13074886588179,1.1155115511367077,0,0.9856321838797232,0.1842191780620034,0
2023-08-11,Donuts,340.0,Regular Day,24.1,0.0,13.883333333333333,0.3999999999999986,10.600000000000001,24.2,16.6,0.0,0.5999999999999979,12.803333333333333,36.0,6.199999999999999,0.0,0.5,334.58833333333337,6,11,223,0,0,32,8,2023,0,2,-0.7818314824680299,0.6234898018587334,0.5877852522924732,-0.8090169943749473,331.0,421.0,334.0,394.0,601.0,338.57,338.21,323.48,89.01,242.0,512.0,364.86,370.0,44.69899327725402,1.0329670329528438,0,0.5507487520707031,0.08448488932878477,0
2023-08-11,Munchkins,641.0,Regular Day,24.1,0.0,13.883333333333333,0.3999999999999986,10.600000000000001,24.2,16.6,0.0,0.5999999999999979,12.803333333333333,36.0,6.199999999999999,0.0,0.5,334.58833333333337,6,11,223,0,0,32,8,2023,0,2,-0.7818314824680299,0.6234898018587334,0.5877852522924732,-0.8090169943749473,493.0,386.0,364.0,418.0,475.0,427.71,393.5,381.81,118.91,319.0,663.0,453.18,415.25,56.37597005817283,1.1240409207017386,0,1.037894736820255,0.9350769488743523,0
2023-08-12,Munchkins,491.0,Regular Day,24.2,0.0,13.85,0.8333333333333357,9.7,25.4,18.0,0.0,1.5999999999999979,12.3925,33.0,7.399999999999999,0.0,1.9,335.16999999999996,7,12,224,0,0,32,8,2023,1,2,-2.4492935982947064e-16,1.0,0.5877852522924732,-0.8090169943749473,663.0,405.0,556.0,418.0,391.0,417.29,390.79,380.57,130.05,272.0,663.0,407.89,510.5,122.49217662093092,1.0965092402351488,0,1.6956521738696764,2.1717031909133637,0
2023-08-12,Donuts,355.0,Regular Day,24.2,0.0,13.85,0.8333333333333357,9.7,25.4,18.0,0.0,1.5999999999999979,12.3925,33.0,7.399999999999999,0.0,1.9,335.16999999999996,7,12,224,0,0,32,8,2023,1,2,-2.4492935982947064e-16,1.0,0.5877852522924732,-0.8090169943749473,512.0,361.0,362.0,346.0,586.0,343.0,339.79,324.43,84.03,250.0,512.0,341.9,395.25,78.17661628219358,1.233050847440211,0,0.8737201365038614,2.2321789834306585,0
2023-08-13,Donuts,401.0,Regular Day,25.4,0.0,13.8,2.3000000000000007,8.500000000000004,27.3,16.8,0.0,2.0999999999999943,13.5525,33.0,9.3,0.0,0.0,350.52,1,13,225,0,0,32,8,2023,1,2,0.7818314824680298,0.6234898018587336,0.5877852522924732,-0.8090169943749473,353.0,392.0,232.0,410.0,239.0,329.14,335.71,322.76,92.39,242.0,512.0,316.92,346.75,80.11398130164298,1.1604361370535758,0,1.476987447636946,0.3273081501972825,0
2023-08-13,Munchkins,480.0,Regular Day,25.4,0.0,13.8,2.3000000000000007,8.500000000000004,27.3,16.8,0.0,2.0999999999999943,13.5525,33.0,9.3,0.0,0.0,350.52,1,13,225,0,0,32,8,2023,1,2,0.7818314824680298,0.6234898018587336,0.5877852522924732,-0.8090169943749473,432.0,433.0,215.0,524.0,180.0,430.0,401.64,390.0,128.31,272.0,663.0,419.17,401.0,131.28848642080794,1.1705006765741475,0,2.3999999998666666,0.3273322422003482,0
2023-08-14,Donuts,299.0,Regular Day,27.3,0.0,13.766666666666667,2.033333333333335,12.400000000000002,26.1,17.6,0.0,2.8999999999999986,12.019166666666667,78.0,8.100000000000001,0.0,0.0,375.83000000000004,2,14,226,0,0,33,8,2023,0,2,0.9749279121818236,-0.22252093395631434,0.5877852522924732,-0.8090169943749473,273.0,242.0,251.0,253.0,237.0,342.43,338.21,327.1,85.54,242.0,512.0,323.44,254.75,13.073510112692254,1.0218253968051225,0,1.1518987341286118,-0.6324526536553132,0
2023-08-14,Munchkins,463.0,Regular Day,27.3,0.0,13.766666666666667,2.033333333333335,12.400000000000002,26.1,17.6,0.0,2.8999999999999986,12.019166666666667,78.0,8.100000000000001,0.0,0.0,375.83000000000004,2,14,226,0,0,33,8,2023,0,2,0.9749279121818236,-0.22252093395631434,0.5877852522924732,-0.8090169943749473,272.0,345.0,310.0,298.0,379.0,423.43,401.93,388.38,132.53,272.0,663.0,397.37,306.25,30.313638294778585,1.0148026315622565,0,0.7176781002449162,-0.8781407982435567,0
2023-08-15,Donuts,335.0,Regular Day,26.1,0.0,13.733333333333333,2.266666666666662,10.899999999999999,27.4,17.7,0.0,3.6000000000000014,10.905555555555555,61.0,9.399999999999999,0.0,12.5,358.44,3,15,227,0,0,33,8,2023,0,3,0.43388373911755823,-0.900968867902419,-0.587785252292473,-0.8090169943749476,242.0,339.0,299.0,277.0,277.0,336.29,335.86,324.81,87.02,242.0,512.0,317.58,289.25,40.631473843151035,1.0086805555380438,0,0.873646209354742,-0.9516203170591107,0
2023-08-15,Munchkins,401.0,Regular Day,26.1,0.0,13.733333333333333,2.266666666666662,10.899999999999999,27.4,17.7,0.0,3.6000000000000014,10.905555555555555,61.0,9.399999999999999,0.0,12.5,358.44,3,15,227,0,0,33,8,2023,0,3,0.43388373911755823,-0.900968867902419,-0.587785252292473,-0.8090169943749476,453.0,364.0,301.0,255.0,310.0,438.43,407.07,386.9,124.43,272.0,663.0,404.03,343.25,85.72971091362278,1.4694244604052262,0,1.4612903225335068,0.5312223739828642,0
2023-08-16,Munchkins,390.0,Regular Day,27.4,0.0,13.683333333333334,0.36666666666666714,9.3,24.4,14.5,0.0,5.099999999999998,11.0,70.0,6.399999999999999,0.0,11.5,374.92333333333335,4,16,228,0,0,33,8,2023,0,3,-0.433883739117558,-0.9009688679024191,-0.587785252292473,-0.8090169943749476,332.0,378.0,328.0,366.0,360.0,459.57,425.29,400.1,145.96,272.0,663.0,463.27,351.0,24.79247197571607,1.0230547550284863,0,0.9222222221966049,-0.4665661824837925,0
2023-08-16,Donuts,309.0,Regular Day,27.4,0.0,13.683333333333334,0.36666666666666714,9.3,24.4,14.5,0.0,5.099999999999998,11.0,70.0,6.399999999999999,0.0,11.5,374.92333333333335,4,16,228,0,0,33,8,2023,0,3,-0.433883739117558,-0.9009688679024191,-0.587785252292473,-0.8090169943749476,343.0,250.0,308.0,252.0,297.0,337.57,330.07,325.1,87.0,242.0,512.0,323.19,288.25,45.33118867475975,1.058928571409662,0,1.15488215484327,0.20574712641313228,0
2023-08-17,Munchkins,311.0,Regular Day,24.4,0.0,13.65,-0.6000000000000014,9.0,23.9,15.2,0.0,2.5,9.07,67.0,5.899999999999999,0.0,1.7,333.06,5,17,229,0,0,33,8,2023,0,3,-0.9749279121818236,-0.2225209339563146,-0.587785252292473,-0.8090169943749476,424.0,319.0,352.0,455.0,496.0,435.0,431.43,397.0,117.76,272.0,641.0,470.2,387.5,62.82515419798029,0.9206939281174635,0,0.8548387096601847,0.22927989128487772,0
2023-08-17,Donuts,349.0,Regular Day,24.4,0.0,13.65,-0.6000000000000014,9.0,23.9,15.2,0.0,2.5,9.07,67.0,5.899999999999999,0.0,1.7,333.06,5,17,229,0,0,33,8,2023,0,3,-0.9749279121818236,-0.2225209339563146,-0.587785252292473,-0.8090169943749476,300.0,343.0,333.0,348.0,355.0,315.14,329.64,324.76,44.29,242.0,355.0,331.14,331.0,21.587033144922902,0.9441997063003789,0,0.8450704225114064,-0.5590426731634582,0
2023-08-18,Munchkins,481.0,Regular Day,23.9,0.0,13.633333333333333,1.466666666666665,6.0,25.1,20.3,0.0,-0.3999999999999986,12.460277777777778,29.0,7.100000000000001,0.0,1.9,325.83666666666664,6,18,230,0,0,33,8,2023,0,3,-0.7818314824680299,0.6234898018587334,-0.587785252292473,-0.8090169943749476,641.0,493.0,386.0,364.0,466.0,441.86,434.79,409.62,118.95,272.0,641.0,472.65,471.0,126.56750504506807,1.51199999997984,0,1.3755364806571773,1.9451870532202449,0
