SalesDate,Category,SoldQty,SpecialEventName,TempLag1,HDD,DaylightHours,TempDeviation,TempRange,TemperatureMeanC,WindSpeedMaxKmh,IsSnowDay,FeelsLikeDiffC,SunshineHours,CloudCoverMeanPct,CDD,WeekendXBadWeather,PrecipitationMm,DaylightHours_x_TempLag1,day_of_week,day_of_month,day_of_year,is_month_start,is_month_end,week_of_year,month_of_year,year,is_weekend,week_of_month,day_of_week_sin,day_of_week_cos,week_of_month_sin,week_of_month_cos,lag_7,lag_14,lag_21,lag_28,lag_90,lag_365,rolling_mean_7,rolling_mean_14,rolling_mean_21,rolling_std_7,rolling_min_7,rolling_max_7,ewm_mean_7,same_dow_mean_4w,same_dow_std_4w,dow_momentum,is_special_event
2025-02-12,Bagels,53.0,Regular Day,-0.7,16.9,10.633333333333333,-1.4333333333333331,4.4,1.1,16.2,1.0,-3.7,0.0,100.0,0.0,0.0,12.9,-7.4433333333333325,4,12,43,0,0,7,2,2025,0,2,-0.433883739117558,-0.9009688679024191,0.5877852522924732,-0.8090169943749473,80.0,47.0,71.0,41.0,,,57.43,53.36,52.9,11.46,47.0,80.0,56.97,59.75,18.714967272212903,1.133928571327328,0
2025-02-12,Croissants,38.0,Regular Day,-0.7,16.9,10.633333333333333,-1.4333333333333331,4.4,1.1,16.2,1.0,-3.7,0.0,100.0,0.0,0.0,12.9,-7.4433333333333325,4,12,43,0,0,7,2,2025,0,2,-0.433883739117558,-0.9009688679024191,0.5877852522924732,-0.8090169943749473,49.0,16.0,23.0,19.0,,,37.29,32.21,31.62,15.68,15.0,54.0,39.72,26.75,15.107944929738128,1.5476190472505669,0
2025-02-13,Croissants,40.0,Regular Day,1.1,12.1,10.683333333333334,3.466666666666667,8.399999999999999,5.9,27.1,0.0,-3.6999999999999993,2.465,100.0,0.0,0.0,9.0,11.751666666666669,5,13,44,0,0,7,2,2025,0,2,-0.9749279121818236,-0.2225209339563146,0.5877852522924732,-0.8090169943749473,47.0,21.0,26.0,27.0,,,36.43,31.21,31.52,15.67,15.0,54.0,38.29,30.25,11.470977871713176,1.2830188676824492,0
2025-02-13,Bagels,45.0,Regular Day,1.1,12.1,10.683333333333334,3.466666666666667,8.399999999999999,5.9,27.1,0.0,-3.6999999999999993,2.465,100.0,0.0,0.0,9.0,11.751666666666669,5,13,44,0,0,7,2,2025,0,2,-0.9749279121818236,-0.2225209339563146,0.5877852522924732,-0.8090169943749473,48.0,40.0,45.0,60.0,,,58.29,52.57,53.1,11.81,47.0,80.0,58.98,48.25,8.5,0.8380952380154195,0
2025-02-14,Bagels,65.0,Valentines Day,5.9,16.9,10.716666666666667,0.20000000000000007,8.3,1.1,25.9,0.0,-5.8999999999999995,10.359166666666667,13.0,0.0,0.0,0.0,63.22833333333334,6,14,45,0,0,7,2,2025,0,2,-0.7818314824680299,0.6234898018587334,0.5877852522924732,-0.8090169943749473,62.0,48.0,49.0,54.0,,,59.86,53.71,54.14,12.19,47.0,80.0,60.98,53.25,6.3966136874651625,1.0679611649448582,1
2025-02-14,Croissants,58.0,Valentines Day,5.9,16.9,10.716666666666667,0.20000000000000007,8.3,1.1,25.9,0.0,-5.8999999999999995,10.359166666666667,13.0,0.0,0.0,0.0,63.22833333333334,6,14,45,0,0,7,2,2025,0,2,-0.7818314824680299,0.6234898018587334,0.5877852522924732,-0.8090169943749473,54.0,32.0,39.0,29.0,,,36.57,32.21,32.14,15.71,15.0,54.0,38.96,38.5,11.150485789118488,1.2647058821669552,1
2025-02-15,Croissants,48.0,Regular Day,1.1,18.0,10.75,-0.6,9.0,-0.0,14.5,0.0,-4.7,4.013888888888889,98.0,0.0,0.0,4.4,11.825000000000001,7,15,46,0,0,7,2,2025,1,3,-2.4492935982947064e-16,1.0,-0.587785252292473,-0.8090169943749476,34.0,40.0,48.0,36.0,,,40.29,33.21,32.62,12.51,16.0,54.0,39.47,39.5,6.191391873668904,0.8809523808475057,0
2025-02-15,Bagels,58.0,Regular Day,1.1,18.0,10.75,-0.6,9.0,-0.0,14.5,0.0,-4.7,4.013888888888889,98.0,0.0,0.0,4.4,11.825000000000001,7,15,46,0,0,7,2,2025,1,3,-2.4492935982947064e-16,1.0,-0.587785252292473,-0.8090169943749476,65.0,59.0,76.0,61.0,,,59.0,53.71,53.52,13.39,41.0,80.0,55.99,65.25,7.58836829188814,0.9051094889850284,0
2025-02-16,Bagels,54.0,Regular Day,-0.0,8.4,10.8,4.366666666666666,13.2,9.6,39.7,0.0,-3.599999999999998,0.14666666666666667,96.0,0.0,1.0,18.7,-0.0,1,16,47,0,0,7,2,2025,1,3,0.7818314824680298,0.6234898018587336,-0.587785252292473,-0.8090169943749476,67.0,56.0,51.0,45.0,,,57.71,53.64,53.62,14.76,41.0,80.0,52.24,54.75,9.322910847297997,1.2812499998665365,0
2025-02-16,Croissants,45.0,Regular Day,-0.0,8.4,10.8,4.366666666666666,13.2,9.6,39.7,0.0,-3.599999999999998,0.14666666666666667,96.0,0.0,1.0,18.7,-0.0,1,16,47,0,0,7,2,2025,1,3,0.7818314824680298,0.6234898018587336,-0.587785252292473,-0.8090169943749476,41.0,40.0,27.0,28.0,,,44.14,34.93,33.24,6.49,34.0,54.0,40.36,34.0,7.52772652709081,1.4727272724595042,0
2025-02-17,Croissants,35.0,Presidents Day,9.6,16.4,10.833333333333334,-0.5333333333333332,10.4,1.6,35.5,0.0,-6.9,10.55638888888889,23.0,0.0,0.0,0.0,104.0,2,17,48,0,0,8,2,2025,0,3,0.9749279121818236,-0.22252093395631434,-0.587785252292473,-0.8090169943749476,41.0,15.0,27.0,31.0,,,42.57,36.5,33.95,6.45,34.0,54.0,39.77,28.5,10.754843869934453,0.9655172412128419,1
2025-02-17,Bagels,41.0,Presidents Day,9.6,16.4,10.833333333333334,-0.5333333333333332,10.4,1.6,35.5,0.0,-6.9,10.55638888888889,23.0,0.0,0.0,0.0,104.0,2,17,48,0,0,8,2,2025,0,3,0.9749279121818236,-0.22252093395631434,-0.587785252292473,-0.8090169943749476,41.0,47.0,41.0,54.0,,,53.86,54.07,52.76,11.02,41.0,67.0,52.43,45.75,6.18465843842649,0.9263157893761773,1
2025-02-18,Bagels,50.0,Regular Day,1.6,21.6,10.866666666666667,-3.566666666666667,8.1,-3.6,22.8,0.0,-5.9,10.315833333333334,51.0,0.0,0.0,0.0,17.386666666666667,3,18,49,0,0,8,2,2025,0,3,0.43388373911755823,-0.900968867902419,-0.587785252292473,-0.8090169943749476,41.0,50.0,42.0,39.0,,,53.43,54.43,52.76,11.34,41.0,67.0,50.57,43.0,4.83045891539648,1.1234567899847585,0
2025-02-18,Croissants,42.0,Regular Day,1.6,21.6,10.866666666666667,-3.566666666666667,8.1,-3.6,22.8,0.0,-5.9,10.315833333333334,51.0,0.0,0.0,0.0,17.386666666666667,3,18,49,0,0,8,2,2025,0,3,0.43388373911755823,-0.900968867902419,-0.587785252292473,-0.8090169943749476,43.0,16.0,19.0,30.0,,,41.57,37.86,34.62,6.19,34.0,54.0,39.82,27.0,12.24744871391589,1.2040816324073302,0
2025-02-19,Bagels,35.0,Regular Day,-3.6,23.0,10.9,-5.3,6.1,-5.0,17.0,0.0,-5.199999999999999,2.1980555555555554,70.0,0.0,0.0,0.0,-39.24,4,19,50,0,0,8,2,2025,0,3,-0.433883739117558,-0.9009688679024191,-0.587785252292473,-0.8090169943749476,53.0,80.0,47.0,71.0,,,53.86,55.64,53.52,11.77,41.0,67.0,54.18,62.75,15.370426148939398,1.1271186439722782,0
2025-02-19,Croissants,31.0,Regular Day,-3.6,23.0,10.9,-5.3,6.1,-5.0,17.0,0.0,-5.199999999999999,2.1980555555555554,70.0,0.0,0.0,0.0,-39.24,4,19,50,0,0,8,2,2025,0,3,-0.433883739117558,-0.9009688679024191,-0.587785252292473,-0.8090169943749476,38.0,49.0,16.0,23.0,,,42.14,39.71,35.52,7.56,34.0,58.0,44.37,31.5,14.843629385474879,2.2307692301972386,0
2025-02-20,Bagels,51.0,Regular Day,-5.0,21.9,10.95,-4.6,6.7,-3.9,22.9,1.0,-6.0,6.725555555555555,71.0,0.0,0.0,0.2,-54.75,5,20,51,0,0,8,2,2025,0,3,-0.9749279121818236,-0.2225209339563146,-0.587785252292473,-0.8090169943749476,45.0,48.0,40.0,45.0,,,52.86,55.57,52.67,10.93,41.0,67.0,55.13,44.5,3.3166247903554,1.094117646930104,0
2025-02-20,Croissants,46.0,Regular Day,-5.0,21.9,10.95,-4.6,6.7,-3.9,22.9,1.0,-6.0,6.725555555555555,71.0,0.0,0.0,0.2,-54.75,5,20,51,0,0,8,2,2025,0,3,-0.9749279121818236,-0.2225209339563146,-0.587785252292473,-0.8090169943749476,40.0,47.0,21.0,26.0,,,44.14,40.29,35.52,6.87,38.0,58.0,45.28,33.5,12.069244660154448,1.8510638293933905,0
2025-02-21,Croissants,52.0,Regular Day,-3.9,20.3,11.0,-3.5,9.0,-2.3,24.7,1.0,-6.699999999999999,10.632222222222222,27.0,0.0,0.0,0.2,-42.9,6,21,52,0,0,8,2,2025,0,3,-0.7818314824680299,0.6234898018587334,-0.587785252292473,-0.8090169943749476,58.0,54.0,32.0,39.0,,,44.71,40.64,36.38,6.73,38.0,58.0,45.21,45.75,12.284814474246922,1.5774647885102164,0
2025-02-21,Bagels,48.0,Regular Day,-3.9,20.3,11.0,-3.5,9.0,-2.3,24.7,1.0,-6.699999999999999,10.632222222222222,27.0,0.0,0.0,0.2,-42.9,6,21,52,0,0,8,2,2025,0,3,-0.7818314824680299,0.6234898018587334,-0.587785252292473,-0.8090169943749476,65.0,62.0,48.0,49.0,,,51.0,55.43,52.81,9.07,41.0,65.0,54.85,56.0,8.755950357709132,1.3092783503804868,0
2025-02-22,Croissants,55.0,Regular Day,-2.3,18.9,11.05,-1.9,10.9,-0.9,16.3,0.0,-3.9000000000000004,9.842777777777778,25.0,0.0,0.0,0.0,-25.415,7,22,53,0,0,8,2,2025,1,4,-2.4492935982947064e-16,1.0,-0.9510565162951536,0.30901699437494723,48.0,34.0,40.0,48.0,,,43.86,42.07,36.76,7.6,35.0,58.0,42.66,42.5,6.8068592855540455,0.9318181817122935,0
2025-02-22,Bagels,83.0,Regular Day,-2.3,18.9,11.05,-1.9,10.9,-0.9,16.3,0.0,-3.9000000000000004,9.842777777777778,25.0,0.0,0.0,0.0,-25.415,7,22,53,0,0,8,2,2025,1,4,-2.4492935982947064e-16,1.0,-0.9510565162951536,0.30901699437494723,58.0,65.0,59.0,76.0,,,51.0,55.0,52.81,9.07,41.0,65.0,51.39,64.5,8.266397845091497,0.9111111110436213,0
2025-02-23,Croissants,50.0,Regular Day,-0.9,15.8,11.083333333333334,-1.1333333333333333,10.2,2.2,13.2,0.0,-4.1000000000000005,9.78111111111111,50.0,0.0,0.0,0.0,-9.975000000000001,1,23,54,0,0,8,2,2025,1,4,0.7818314824680298,0.6234898018587336,-0.9510565162951536,0.30901699437494723,45.0,41.0,40.0,27.0,,,43.71,43.93,37.86,7.63,35.0,58.0,42.49,38.25,7.804912982645397,1.2835820893606595,0
2025-02-23,Bagels,42.0,Regular Day,-0.9,15.8,11.083333333333334,-1.1333333333333333,10.2,2.2,13.2,0.0,-4.1000000000000005,9.78111111111111,50.0,0.0,0.0,0.0,-9.975000000000001,1,23,54,0,0,8,2,2025,1,4,0.7818314824680298,0.6234898018587336,-0.9510565162951536,0.30901699437494723,54.0,67.0,56.0,51.0,,,52.29,55.0,53.19,7.99,41.0,65.0,51.04,57.0,6.97614984548545,1.130841121389641,0
2025-02-24,Bagels,43.0,Regular Day,2.2,13.7,11.116666666666667,2.133333333333333,12.6,4.3,16.0,0.0,-4.3,10.678888888888888,61.0,0.0,0.0,0.0,24.45666666666667,2,24,55,0,0,9,2,2025,0,4,0.9749279121818236,-0.22252093395631434,-0.9510565162951536,0.30901699437494723,41.0,41.0,47.0,41.0,,,49.71,51.79,52.62,10.29,35.0,65.0,47.03,42.5,3.0,0.9318181817122935,0
2025-02-24,Croissants,44.0,Regular Day,2.2,13.7,11.116666666666667,2.133333333333333,12.6,4.3,16.0,0.0,-4.3,10.678888888888888,61.0,0.0,0.0,0.0,24.45666666666667,2,24,55,0,0,9,2,2025,0,4,0.9749279121818236,-0.22252093395631434,-0.9510565162951536,0.30901699437494723,35.0,41.0,15.0,27.0,,,42.71,42.64,38.57,8.86,31.0,58.0,39.62,29.5,11.239810200058244,1.8095238090929704,0
2025-02-25,Croissants,37.0,Regular Day,4.3,9.0,11.166666666666666,6.166666666666666,12.8,9.0,16.3,0.0,-3.700000000000001,9.707222222222223,70.0,0.0,0.0,0.0,48.01666666666666,3,25,56,0,0,9,2,2025,0,4,0.43388373911755823,-0.900968867902419,-0.9510565162951536,0.30901699437494723,42.0,43.0,16.0,19.0,,,43.57,42.57,39.76,8.85,31.0,58.0,41.21,30.0,14.491376746189438,2.428571427877551,0
2025-02-25,Bagels,41.0,Regular Day,4.3,9.0,11.166666666666666,6.166666666666666,12.8,9.0,16.3,0.0,-3.700000000000001,9.707222222222223,70.0,0.0,0.0,0.0,48.01666666666666,3,25,56,0,0,9,2,2025,0,4,0.43388373911755823,-0.900968867902419,-0.9510565162951536,0.30901699437494723,50.0,41.0,50.0,42.0,,,50.57,52.0,53.14,10.08,35.0,65.0,48.02,45.75,4.924428900898052,0.9891304346750945,0
2025-02-26,Bagels,38.0,Regular Day,9.0,9.5,11.2,2.5,12.9,8.5,17.9,0.0,-4.6,10.726666666666667,9.0,0.0,0.0,0.0,100.8,4,26,57,0,0,9,2,2025,0,4,-0.433883739117558,-0.9009688679024191,-0.9510565162951536,0.30901699437494723,35.0,53.0,80.0,47.0,,,48.14,51.0,53.14,7.82,35.0,58.0,48.02,53.75,19.03286631067428,0.6929133857722116,0
2025-02-26,Croissants,38.0,Regular Day,9.0,9.5,11.2,2.5,12.9,8.5,17.9,0.0,-4.6,10.726666666666667,9.0,0.0,0.0,0.0,100.8,4,26,57,0,0,9,2,2025,0,4,-0.433883739117558,-0.9009688679024191,-0.9510565162951536,0.30901699437494723,31.0,38.0,49.0,16.0,,,42.71,42.43,40.71,7.39,31.0,52.0,43.91,33.5,13.820274961085254,1.061538461375148,0
